Name,MapDate,DSCI
Alaska,20160524,16
Alaska,20160531,16
Alaska,20160607,16
Alaska,20160614,16
Alaska,20160621,27
Alaska,20160628,27
Alaska,20160705,22
Alaska,20160712,22
Alaska,20160719,28
Alaska,20160726,21
Alaska,20160802,21
Alaska,20160809,18
Alaska,20160816,18
Alaska,20160823,0
Alaska,20160830,0
Alaska,20160906,0
Alaska,20160913,0
Alaska,20160920,0
Alaska,20160927,0
Alaska,20161004,0
Alaska,20161011,0
Alaska,20161018,10
Alaska,20161025,10
Alaska,20161101,10
Alaska,20161108,9
Alaska,20161115,9
Alaska,20161122,9
Alaska,20161129,9
Alaska,20161206,9
Alaska,20161213,9
Alaska,20161220,9
Alaska,20161227,9
Alaska,20170103,11
Alaska,20170110,11
Alaska,20170117,11
Alaska,20170124,9
Alaska,20170131,9
Alaska,20170207,9
Alaska,20170214,9
Alaska,20170221,32
Alaska,20170228,35
Alaska,20170307,31
Alaska,20170314,31
Alaska,20170321,31
Alaska,20170328,31
Alaska,20170404,31
Alaska,20170411,31
Alaska,20170418,33
Alaska,20170425,33
Alaska,20170502,33
Alaska,20170509,33
Alaska,20170516,33
Alaska,20170523,33
Alaska,20170530,33
Alaska,20170606,40
Alaska,20170613,40
Alaska,20170620,46
Alaska,20170627,37
Alaska,20170704,37
Alaska,20170711,37
Alaska,20170718,47
Alaska,20170725,45
Alaska,20170801,46
Alaska,20170808,33
Alaska,20170815,11
Alaska,20170822,11
Alaska,20170829,11
Alaska,20170905,8
Alaska,20170912,0
Alaska,20170919,0
Alaska,20170926,0
Alaska,20171003,0
Alaska,20171010,0
Alaska,20171017,0
Alaska,20171024,0
Alaska,20171031,0
Alaska,20171107,0
Alaska,20171114,0
Alaska,20171121,0
Alaska,20171128,0
Alaska,20171205,0
Alaska,20171212,0
Alaska,20171219,0
Alaska,20171226,0
Alaska,20180102,0
Alaska,20180109,0
Alaska,20180116,0
Alaska,20180123,0
Alaska,20180130,36
Alaska,20180206,27
Alaska,20180213,27
Alaska,20180220,27
Alaska,20180227,27
Alaska,20180306,29
Alaska,20180313,29
Alaska,20180320,24
Alaska,20180327,24
Alaska,20180403,13
Alaska,20180410,13
Alaska,20180417,13
Alaska,20180424,11
Alaska,20180501,11
Alaska,20180508,11
Alaska,20180515,11
Alaska,20180522,2
Alaska,20180529,2
Alaska,20180605,2
Alaska,20180612,2
Alaska,20180619,6
Alaska,20180626,6
Alaska,20180703,6
Alaska,20180710,6
Alaska,20180717,9
Alaska,20180724,9
Alaska,20180731,8
Alaska,20180807,8
Alaska,20180814,8
Alaska,20180821,7
Alaska,20180828,7
Alaska,20180904,7
Alaska,20180911,7
Alaska,20180918,7
Alaska,20180925,9
Alaska,20181002,10
Alaska,20181009,10
Alaska,20181016,10
Alaska,20181023,10
Alaska,20181030,10
Alaska,20181106,10
Alaska,20181113,10
Alaska,20181120,10
Alaska,20181127,10
Alaska,20181204,10
Alaska,20181211,10
Alaska,20181218,10
Alaska,20181225,10
Alaska,20190101,9
Alaska,20190108,9
Alaska,20190115,9
Alaska,20190122,9
Alaska,20190129,9
Alaska,20190205,9
Alaska,20190212,9
Alaska,20190219,9
Alaska,20190226,12
Alaska,20190305,12
Alaska,20190312,12
Alaska,20190319,12
Alaska,20190326,12
Alaska,20190402,12
Alaska,20190409,12
Alaska,20190416,12
Alaska,20190423,12
Alaska,20190430,11
Alaska,20190507,9
Alaska,20190514,9
Alaska,20190521,11
Alaska,20190528,11
Alaska,20190604,11
Alaska,20190611,11
Alaska,20190618,18
Alaska,20190625,18
Alaska,20190702,18
Alaska,20190709,70
Alaska,20190716,96
Alaska,20190723,101
Alaska,20190730,101
Alaska,20190806,64
Alaska,20190813,45
Alaska,20190820,50
Alaska,20190827,59
Alaska,20190903,57
Alaska,20190910,55
Alaska,20190917,43
Alaska,20190924,32
Alaska,20191001,19
Alaska,20191008,19
Alaska,20191015,18
Alaska,20191022,18
Alaska,20191029,16
Alaska,20191105,14
Alaska,20191112,14
Alaska,20191119,10
Alaska,20191126,10
Alaska,20191203,8
Alaska,20191210,8
Alaska,20191217,8
Alaska,20191224,8
Alaska,20191231,8
Alaska,20200107,7
Alaska,20200114,7
Alaska,20200121,6
Alaska,20200128,10
Alaska,20200204,10
Alaska,20200211,10
Alaska,20200218,8
Alaska,20200225,6
Alaska,20200303,6
Alaska,20200310,0
Alaska,20200317,0
Alaska,20200324,0
Alaska,20200331,0
Alaska,20200407,0
Alaska,20200414,0
Alaska,20200421,0
Alaska,20200428,0
Alaska,20200505,0
Alaska,20200512,0
Alaska,20200519,0
Alaska,20200526,0
Alaska,20200602,0
Alaska,20200609,0
Alaska,20200616,0
Alaska,20200623,0
Alaska,20200630,0
Alaska,20200707,6
Alaska,20200714,5
Alaska,20200721,5
Alaska,20200728,5
Alaska,20200804,8
Alaska,20200811,8
Alaska,20200818,8
Alaska,20200825,12
Alaska,20200901,36
Alaska,20200908,33
Alaska,20200915,31
Alaska,20200922,31
Alaska,20200929,23
Alaska,20201006,15
Alaska,20201013,15
Alaska,20201020,15
Alaska,20201027,13
Alaska,20201103,12
Alaska,20201110,12
Alaska,20201117,11
Alaska,20201124,11
Alaska,20201201,11
Alaska,20201208,11
Alaska,20201215,11
Alaska,20201222,9
Alaska,20201229,9
Alaska,20210105,9
Alaska,20210112,16
Alaska,20210119,16
Alaska,20210126,16
Alaska,20210202,19
Alaska,20210209,19
Alaska,20210216,19
Alaska,20210223,19
Alaska,20210302,21
Alaska,20210309,35
Alaska,20210316,35
Alaska,20210323,35
Alaska,20210330,35
Alaska,20210406,29
Alaska,20210413,21
Alaska,20210420,21
Alaska,20210427,21
Alaska,20210504,21
Alaska,20210511,21
Alaska,20210518,21
Alaska,20210525,21
Alaska,20210601,21
Alaska,20210608,14
Alaska,20210615,14
Alaska,20210622,14
Alaska,20210629,14
Alaska,20210706,26
Alaska,20210713,26
Arizona,20141230,222
Arizona,20150106,220
Arizona,20150113,220
Arizona,20150120,225
Arizona,20150127,225
Arizona,20150203,199
Arizona,20150210,202
Arizona,20150217,207
Arizona,20150224,207
Arizona,20150303,198
Arizona,20150310,198
Arizona,20150317,204
Arizona,20150324,204
Arizona,20150331,204
Arizona,20150407,204
Arizona,20150414,204
Arizona,20150421,204
Arizona,20150428,204
Arizona,20150505,203
Arizona,20150512,203
Arizona,20150519,203
Arizona,20150526,202
Arizona,20150602,202
Arizona,20150609,199
Arizona,20150616,195
Arizona,20150623,194
Arizona,20150630,194
Arizona,20150707,194
Arizona,20150714,194
Arizona,20150721,177
Arizona,20150728,177
Arizona,20150804,177
Arizona,20150811,177
Arizona,20150818,169
Arizona,20150825,169
Arizona,20150901,169
Arizona,20150908,169
Arizona,20150915,169
Arizona,20150922,161
Arizona,20150929,155
Arizona,20151006,155
Arizona,20151013,155
Arizona,20151020,145
Arizona,20151027,137
Arizona,20151103,131
Arizona,20151110,129
Arizona,20151117,129
Arizona,20151124,129
Arizona,20151201,115
Arizona,20151208,115
Arizona,20151215,115
Arizona,20151222,117
Arizona,20151229,117
Arizona,20160105,117
Arizona,20160112,79
Arizona,20160119,73
Arizona,20160126,73
Arizona,20160202,73
Arizona,20160209,73
Arizona,20160216,73
Arizona,20160223,85
Arizona,20160301,97
Arizona,20160308,118
Arizona,20160315,119
Arizona,20160322,152
Arizona,20160329,153
Arizona,20160405,165
Arizona,20160412,167
Arizona,20160419,167
Arizona,20160426,168
Arizona,20160503,168
Arizona,20160510,168
Arizona,20160517,168
Arizona,20160524,167
Arizona,20160531,160
Arizona,20160607,167
Arizona,20160614,167
Arizona,20160621,167
Arizona,20160628,167
Arizona,20160705,167
Arizona,20160712,167
Arizona,20160719,167
Arizona,20160726,181
Arizona,20160802,176
Arizona,20160809,176
Arizona,20160816,175
Arizona,20160823,175
Arizona,20160830,175
Arizona,20160906,175
Arizona,20160913,149
Arizona,20160920,149
Arizona,20160927,143
Arizona,20161004,126
Arizona,20161011,126
Arizona,20161018,126
Arizona,20161025,126
Arizona,20161101,126
Arizona,20161108,126
Arizona,20161115,126
Arizona,20161122,126
Arizona,20161129,126
Arizona,20161206,126
Arizona,20161213,127
Arizona,20161220,127
Arizona,20161227,105
Arizona,20170103,90
Arizona,20170110,90
Arizona,20170117,90
Arizona,20170124,86
Arizona,20170131,70
Arizona,20170207,70
Arizona,20170214,70
Arizona,20170221,71
Arizona,20170228,68
Arizona,20170307,42
Arizona,20170314,42
Arizona,20170321,42
Arizona,20170328,42
Arizona,20170404,42
Arizona,20170411,42
Arizona,20170418,55
Arizona,20170425,55
Arizona,20170502,55
Arizona,20170509,75
Arizona,20170516,76
Arizona,20170523,76
Arizona,20170530,76
Arizona,20170606,76
Arizona,20170613,76
Arizona,20170620,79
Arizona,20170627,79
Arizona,20170704,93
Arizona,20170711,95
Arizona,20170718,108
Arizona,20170725,82
Arizona,20170801,50
Arizona,20170808,44
Arizona,20170815,44
Arizona,20170822,36
Arizona,20170829,36
Arizona,20170905,36
Arizona,20170912,36
Arizona,20170919,36
Arizona,20170926,65
Arizona,20171003,73
Arizona,20171010,73
Arizona,20171017,73
Arizona,20171024,97
Arizona,20171031,122
Arizona,20171107,137
Arizona,20171114,138
Arizona,20171121,138
Arizona,20171128,175
Arizona,20171205,199
Arizona,20171212,199
Arizona,20171219,204
Arizona,20171226,204
Arizona,20180102,229
Arizona,20180109,229
Arizona,20180116,229
Arizona,20180123,251
Arizona,20180130,273
Arizona,20180206,274
Arizona,20180213,282
Arizona,20180220,282
Arizona,20180227,282
Arizona,20180306,308
Arizona,20180313,308
Arizona,20180320,319
Arizona,20180327,336
Arizona,20180403,340
Arizona,20180410,344
Arizona,20180417,344
Arizona,20180424,351
Arizona,20180501,366
Arizona,20180508,369
Arizona,20180515,371
Arizona,20180522,386
Arizona,20180529,386
Arizona,20180605,386
Arizona,20180612,386
Arizona,20180619,386
Arizona,20180626,386
Arizona,20180703,386
Arizona,20180710,386
Arizona,20180717,384
Arizona,20180724,372
Arizona,20180731,359
Arizona,20180807,359
Arizona,20180814,348
Arizona,20180821,348
Arizona,20180828,348
Arizona,20180904,347
Arizona,20180911,335
Arizona,20180918,335
Arizona,20180925,335
Arizona,20181002,318
Arizona,20181009,281
Arizona,20181016,254
Arizona,20181023,250
Arizona,20181030,246
Arizona,20181106,236
Arizona,20181113,234
Arizona,20181120,229
Arizona,20181127,225
Arizona,20181204,224
Arizona,20181211,218
Arizona,20181218,218
Arizona,20181225,218
Arizona,20190101,207
Arizona,20190108,188
Arizona,20190115,187
Arizona,20190122,145
Arizona,20190129,139
Arizona,20190205,139
Arizona,20190212,135
Arizona,20190219,119
Arizona,20190226,62
Arizona,20190305,62
Arizona,20190312,48
Arizona,20190319,24
Arizona,20190326,22
Arizona,20190402,22
Arizona,20190409,22
Arizona,20190416,22
Arizona,20190423,21
Arizona,20190430,21
Arizona,20190507,21
Arizona,20190514,21
Arizona,20190521,21
Arizona,20190528,21
Arizona,20190604,20
Arizona,20190611,5
Arizona,20190618,5
Arizona,20190625,5
Arizona,20190702,5
Arizona,20190709,5
Arizona,20190716,5
Arizona,20190723,5
Arizona,20190730,5
Arizona,20190806,5
Arizona,20190813,39
Arizona,20190820,53
Arizona,20190827,96
Arizona,20190903,115
Arizona,20190910,183
Arizona,20190917,208
Arizona,20190924,208
Arizona,20191001,202
Arizona,20191008,196
Arizona,20191015,203
Arizona,20191022,210
Arizona,20191029,210
Arizona,20191105,210
Arizona,20191112,216
Arizona,20191119,217
Arizona,20191126,202
Arizona,20191203,148
Arizona,20191210,98
Arizona,20191217,98
Arizona,20191224,98
Arizona,20191231,69
Arizona,20200107,67
Arizona,20200114,67
Arizona,20200121,67
Arizona,20200128,67
Arizona,20200204,67
Arizona,20200211,68
Arizona,20200218,72
Arizona,20200225,66
Arizona,20200303,66
Arizona,20200310,66
Arizona,20200317,58
Arizona,20200324,58
Arizona,20200331,52
Arizona,20200407,52
Arizona,20200414,40
Arizona,20200421,40
Arizona,20200428,40
Arizona,20200505,40
Arizona,20200512,40
Arizona,20200519,40
Arizona,20200526,40
Arizona,20200602,40
Arizona,20200609,53
Arizona,20200616,53
Arizona,20200623,53
Arizona,20200630,53
Arizona,20200707,63
Arizona,20200714,66
Arizona,20200721,129
Arizona,20200728,149
Arizona,20200804,201
Arizona,20200811,202
Arizona,20200818,265
Arizona,20200825,322
Arizona,20200901,322
Arizona,20200908,343
Arizona,20200915,348
Arizona,20200922,348
Arizona,20200929,367
Arizona,20201006,380
Arizona,20201013,380
Arizona,20201020,388
Arizona,20201027,388
Arizona,20201103,388
Arizona,20201110,399
Arizona,20201117,413
Arizona,20201124,463
Arizona,20201201,468
Arizona,20201208,468
Arizona,20201215,465
Arizona,20201222,465
Arizona,20201229,465
Arizona,20210105,465
Arizona,20210112,465
Arizona,20210119,465
Arizona,20210126,447
Arizona,20210202,432
Arizona,20210209,432
Arizona,20210216,432
Arizona,20210223,432
Arizona,20210302,432
Arizona,20210309,432
Arizona,20210316,432
Arizona,20210323,435
Arizona,20210330,435
Arizona,20210406,435
Arizona,20210413,438
Arizona,20210420,438
Arizona,20210427,438
Arizona,20210504,438
Arizona,20210511,438
Arizona,20210518,438
Arizona,20210525,438
Arizona,20210601,438
Arizona,20210608,438
Arizona,20210615,438
Arizona,20210622,438
Arizona,20210629,441
Arizona,20210706,441
Arizona,20210713,441
Arkansas,20141230,78
Arkansas,20150106,33
Arkansas,20150113,40
Arkansas,20150120,46
Arkansas,20150127,51
Arkansas,20150203,75
Arkansas,20150210,117
Arkansas,20150217,117
Arkansas,20150224,107
Arkansas,20150303,75
Arkansas,20150310,63
Arkansas,20150317,48
Arkansas,20150324,17
Arkansas,20150331,5
Arkansas,20150407,4
Arkansas,20150414,4
Arkansas,20150421,4
Arkansas,20150428,4
Arkansas,20150505,6
Arkansas,20150512,5
Arkansas,20150519,2
Arkansas,20150526,0
Arkansas,20150602,0
Arkansas,20150609,0
Arkansas,20150616,0
Arkansas,20150623,0
Arkansas,20150630,0
Arkansas,20150707,0
Arkansas,20150714,0
Arkansas,20150721,0
Arkansas,20150728,0
Arkansas,20150804,6
Arkansas,20150811,50
Arkansas,20150818,51
Arkansas,20150825,51
Arkansas,20150901,64
Arkansas,20150908,89
Arkansas,20150915,91
Arkansas,20150922,96
Arkansas,20150929,125
Arkansas,20151006,148
Arkansas,20151013,188
Arkansas,20151020,243
Arkansas,20151027,158
Arkansas,20151103,99
Arkansas,20151110,82
Arkansas,20151117,45
Arkansas,20151124,0
Arkansas,20151201,0
Arkansas,20151208,0
Arkansas,20151215,0
Arkansas,20151222,0
Arkansas,20151229,0
Arkansas,20160105,0
Arkansas,20160112,0
Arkansas,20160119,0
Arkansas,20160126,0
Arkansas,20160202,0
Arkansas,20160209,0
Arkansas,20160216,0
Arkansas,20160223,0
Arkansas,20160301,5
Arkansas,20160308,6
Arkansas,20160315,0
Arkansas,20160322,0
Arkansas,20160329,20
Arkansas,20160405,6
Arkansas,20160412,6
Arkansas,20160419,29
Arkansas,20160426,29
Arkansas,20160503,18
Arkansas,20160510,18
Arkansas,20160517,5
Arkansas,20160524,6
Arkansas,20160531,6
Arkansas,20160607,6
Arkansas,20160614,5
Arkansas,20160621,5
Arkansas,20160628,5
Arkansas,20160705,13
Arkansas,20160712,27
Arkansas,20160719,45
Arkansas,20160726,44
Arkansas,20160802,37
Arkansas,20160809,32
Arkansas,20160816,4
Arkansas,20160823,0
Arkansas,20160830,0
Arkansas,20160906,0
Arkansas,20160913,1
Arkansas,20160920,1
Arkansas,20160927,29
Arkansas,20161004,43
Arkansas,20161011,86
Arkansas,20161018,98
Arkansas,20161025,99
Arkansas,20161101,149
Arkansas,20161108,161
Arkansas,20161115,194
Arkansas,20161122,258
Arkansas,20161129,234
Arkansas,20161206,191
Arkansas,20161213,191
Arkansas,20161220,195
Arkansas,20161227,124
Arkansas,20170103,122
Arkansas,20170110,128
Arkansas,20170117,124
Arkansas,20170124,96
Arkansas,20170131,96
Arkansas,20170207,105
Arkansas,20170214,105
Arkansas,20170221,124
Arkansas,20170228,131
Arkansas,20170307,140
Arkansas,20170314,137
Arkansas,20170321,146
Arkansas,20170328,76
Arkansas,20170404,75
Arkansas,20170411,82
Arkansas,20170418,82
Arkansas,20170425,52
Arkansas,20170502,6
Arkansas,20170509,6
Arkansas,20170516,4
Arkansas,20170523,1
Arkansas,20170530,1
Arkansas,20170606,0
Arkansas,20170613,1
Arkansas,20170620,0
Arkansas,20170627,1
Arkansas,20170704,1
Arkansas,20170711,0
Arkansas,20170718,0
Arkansas,20170725,0
Arkansas,20170801,0
Arkansas,20170808,0
Arkansas,20170815,0
Arkansas,20170822,0
Arkansas,20170829,0
Arkansas,20170905,0
Arkansas,20170912,5
Arkansas,20170919,47
Arkansas,20170926,61
Arkansas,20171003,97
Arkansas,20171010,98
Arkansas,20171017,136
Arkansas,20171024,142
Arkansas,20171031,143
Arkansas,20171107,171
Arkansas,20171114,215
Arkansas,20171121,237
Arkansas,20171128,260
Arkansas,20171205,289
Arkansas,20171212,326
Arkansas,20171219,309
Arkansas,20171226,170
Arkansas,20180102,197
Arkansas,20180109,200
Arkansas,20180116,192
Arkansas,20180123,192
Arkansas,20180130,192
Arkansas,20180206,194
Arkansas,20180213,146
Arkansas,20180220,131
Arkansas,20180227,33
Arkansas,20180306,4
Arkansas,20180313,4
Arkansas,20180320,0
Arkansas,20180327,0
Arkansas,20180403,0
Arkansas,20180410,0
Arkansas,20180417,0
Arkansas,20180424,0
Arkansas,20180501,0
Arkansas,20180508,0
Arkansas,20180515,0
Arkansas,20180522,4
Arkansas,20180529,9
Arkansas,20180605,32
Arkansas,20180612,67
Arkansas,20180619,97
Arkansas,20180626,96
Arkansas,20180703,118
Arkansas,20180710,130
Arkansas,20180717,132
Arkansas,20180724,168
Arkansas,20180731,153
Arkansas,20180807,159
Arkansas,20180814,130
Arkansas,20180821,64
Arkansas,20180828,21
Arkansas,20180904,18
Arkansas,20180911,12
Arkansas,20180918,14
Arkansas,20180925,9
Arkansas,20181002,9
Arkansas,20181009,15
Arkansas,20181016,4
Arkansas,20181023,4
Arkansas,20181030,4
Arkansas,20181106,1
Arkansas,20181113,1
Arkansas,20181120,1
Arkansas,20181127,8
Arkansas,20181204,7
Arkansas,20181211,7
Arkansas,20181218,8
Arkansas,20181225,8
Arkansas,20190101,1
Arkansas,20190108,0
Arkansas,20190115,0
Arkansas,20190122,0
Arkansas,20190129,0
Arkansas,20190205,0
Arkansas,20190212,0
Arkansas,20190219,0
Arkansas,20190226,0
Arkansas,20190305,0
Arkansas,20190312,0
Arkansas,20190319,0
