Name,MapDate,DSCI
Illinois,20161213,42
Illinois,20161220,42
Illinois,20161227,35
Illinois,20170103,41
Illinois,20170110,41
Illinois,20170117,33
Illinois,20170124,28
Illinois,20170131,15
Illinois,20170207,15
Illinois,20170214,17
Illinois,20170221,54
Illinois,20170228,54
Illinois,20170307,71
Illinois,20170314,71
Illinois,20170321,71
Illinois,20170328,71
Illinois,20170404,44
Illinois,20170411,12
Illinois,20170418,12
Illinois,20170425,11
Illinois,20170502,0
Illinois,20170509,0
Illinois,20170516,0
Illinois,20170523,0
Illinois,20170530,0
Illinois,20170606,0
Illinois,20170613,55
Illinois,20170620,13
Illinois,20170627,13
Illinois,20170704,18
Illinois,20170711,16
Illinois,20170718,42
Illinois,20170725,37
Illinois,20170801,19
Illinois,20170808,19
Illinois,20170815,20
Illinois,20170822,47
Illinois,20170829,42
Illinois,20170905,42
Illinois,20170912,97
Illinois,20170919,103
Illinois,20170926,105
Illinois,20171003,107
Illinois,20171010,102
Illinois,20171017,55
Illinois,20171024,50
Illinois,20171031,39
Illinois,20171107,34
Illinois,20171114,37
Illinois,20171121,28
Illinois,20171128,28
Illinois,20171205,33
Illinois,20171212,41
Illinois,20171219,69
Illinois,20171226,66
Illinois,20180102,66
Illinois,20180109,66
Illinois,20180116,72
Illinois,20180123,73
Illinois,20180130,73
Illinois,20180206,79
Illinois,20180213,93
Illinois,20180220,60
Illinois,20180227,10
Illinois,20180306,10
Illinois,20180313,10
Illinois,20180320,8
Illinois,20180327,1
Illinois,20180403,0
Illinois,20180410,0
Illinois,20180417,0
Illinois,20180424,0
Illinois,20180501,0
Illinois,20180508,18
Illinois,20180515,16
Illinois,20180522,18
Illinois,20180529,19
Illinois,20180605,41
Illinois,20180612,14
Illinois,20180619,21
Illinois,20180626,18
Illinois,20180703,18
Illinois,20180710,24
Illinois,20180717,24
Illinois,20180724,26
Illinois,20180731,19
Illinois,20180807,20
Illinois,20180814,36
Illinois,20180821,40
Illinois,20180828,37
Illinois,20180904,26
Illinois,20180911,3
Illinois,20180918,3
Illinois,20180925,3
Illinois,20181002,5
Illinois,20181009,1
Illinois,20181016,1
Illinois,20181023,1
Illinois,20181030,0
Illinois,20181106,0
Illinois,20181113,0
Illinois,20181120,0
Illinois,20181127,0
Illinois,20181204,0
Illinois,20181211,0
Illinois,20181218,0
Illinois,20181225,0
Illinois,20190101,0
Illinois,20190108,0
Illinois,20190115,0
Illinois,20190122,0
Illinois,20190129,0
Illinois,20190205,0
Illinois,20190212,0
Illinois,20190219,0
Illinois,20190226,0
Illinois,20190305,0
Illinois,20190312,0
Illinois,20190319,0
Illinois,20190326,0
Illinois,20190402,0
Illinois,20190409,0
Illinois,20190416,0
Illinois,20190423,0
Illinois,20190430,0
Illinois,20190507,0
Illinois,20190514,0
Illinois,20190521,0
Illinois,20190528,0
Illinois,20190604,0
Illinois,20190611,0
Illinois,20190618,0
Illinois,20190625,0
Illinois,20190702,0
Illinois,20190709,0
Illinois,20190716,0
Illinois,20190723,12
Illinois,20190730,18
Illinois,20190806,43
Illinois,20190813,50
Illinois,20190820,50
Illinois,20190827,44
Illinois,20190903,49
Illinois,20190910,45
Illinois,20190917,44
Illinois,20190924,36
Illinois,20191001,29
Illinois,20191008,32
Illinois,20191015,29
Illinois,20191022,14
Illinois,20191029,1
Illinois,20191105,0
Illinois,20191112,0
Illinois,20191119,0
Illinois,20191126,0
Illinois,20191203,0
Illinois,20191210,0
Illinois,20191217,0
Illinois,20191224,0
Illinois,20191231,0
Illinois,20200107,0
Illinois,20200114,0
Illinois,20200121,0
Illinois,20200128,0
Illinois,20200204,0
Illinois,20200211,0
Illinois,20200218,0
Illinois,20200225,0
Illinois,20200303,0
Illinois,20200310,0
Illinois,20200317,0
Illinois,20200324,0
Illinois,20200331,0
Illinois,20200407,0
Illinois,20200414,0
Illinois,20200421,0
Illinois,20200428,0
Illinois,20200505,0
Illinois,20200512,0
Illinois,20200519,0
Illinois,20200526,0
Illinois,20200602,0
Illinois,20200609,0
Illinois,20200616,5
Illinois,20200623,30
Illinois,20200630,27
Illinois,20200707,21
Illinois,20200714,23
Illinois,20200721,13
Illinois,20200728,6
Illinois,20200804,2
Illinois,20200811,6
Illinois,20200818,15
Illinois,20200825,50
Illinois,20200901,88
Illinois,20200908,75
Illinois,20200915,66
Illinois,20200922,63
Illinois,20200929,61
Illinois,20201006,65
Illinois,20201013,79
Illinois,20201020,82
Illinois,20201027,64
Illinois,20201103,54
Illinois,20201110,64
Illinois,20201117,56
Illinois,20201124,64
Illinois,20201201,53
Illinois,20201208,57
Illinois,20201215,56
Illinois,20201222,56
Illinois,20201229,63
Illinois,20210105,56
Illinois,20210112,55
Illinois,20210119,55
Illinois,20210126,58
Illinois,20210202,43
Illinois,20210209,33
Illinois,20210216,33
Illinois,20210223,33
Illinois,20210302,26
Illinois,20210309,26
Illinois,20210316,28
Illinois,20210323,16
Illinois,20210330,14
Illinois,20210406,19
Illinois,20210413,17
Illinois,20210420,26
Illinois,20210427,60
Illinois,20210504,55
Illinois,20210511,32
Illinois,20210518,36
Illinois,20210525,36
Illinois,20210601,28
Illinois,20210608,34
Illinois,20210615,39
Illinois,20210622,37
Illinois,20210629,26
Illinois,20210706,25
Illinois,20210713,21
Indiana,20141230,0
Indiana,20150106,0
Indiana,20150113,1
Indiana,20150120,1
Indiana,20150127,4
Indiana,20150203,2
Indiana,20150210,4
Indiana,20150217,4
Indiana,20150224,4
Indiana,20150303,3
Indiana,20150310,0
Indiana,20150317,0
Indiana,20150324,0
Indiana,20150331,1
Indiana,20150407,22
Indiana,20150414,22
Indiana,20150421,22
Indiana,20150428,22
Indiana,20150505,22
Indiana,20150512,20
Indiana,20150519,20
Indiana,20150526,33
Indiana,20150602,22
Indiana,20150609,30
Indiana,20150616,49
Indiana,20150623,8
Indiana,20150630,0
Indiana,20150707,0
Indiana,20150714,0
Indiana,20150721,0
Indiana,20150728,0
Indiana,20150804,0
Indiana,20150811,0
Indiana,20150818,0
Indiana,20150825,0
Indiana,20150901,0
Indiana,20150908,18
Indiana,20150915,18
Indiana,20150922,32
Indiana,20150929,32
Indiana,20151006,30
Indiana,20151013,44
Indiana,20151020,102
Indiana,20151027,127
Indiana,20151103,77
Indiana,20151110,75
Indiana,20151117,75
Indiana,20151124,74
Indiana,20151201,71
Indiana,20151208,68
Indiana,20151215,68
Indiana,20151222,72
Indiana,20151229,61
Indiana,20160105,13
Indiana,20160112,0
Indiana,20160119,0
Indiana,20160126,0
Indiana,20160202,0
Indiana,20160209,0
Indiana,20160216,0
Indiana,20160223,0
Indiana,20160301,0
Indiana,20160308,0
Indiana,20160315,0
Indiana,20160322,0
Indiana,20160329,0
Indiana,20160405,0
Indiana,20160412,0
Indiana,20160419,0
Indiana,20160426,0
Indiana,20160503,0
Indiana,20160510,0
Indiana,20160517,0
Indiana,20160524,0
Indiana,20160531,0
Indiana,20160607,5
Indiana,20160614,79
Indiana,20160621,52
Indiana,20160628,19
Indiana,20160705,21
Indiana,20160712,29
Indiana,20160719,24
Indiana,20160726,14
Indiana,20160802,14
Indiana,20160809,19
Indiana,20160816,9
Indiana,20160823,8
Indiana,20160830,8
Indiana,20160906,8
Indiana,20160913,2
Indiana,20160920,1
Indiana,20160927,15
Indiana,20161004,0
Indiana,20161011,0
Indiana,20161018,15
Indiana,20161025,14
Indiana,20161101,29
Indiana,20161108,33
Indiana,20161115,56
Indiana,20161122,72
Indiana,20161129,65
Indiana,20161206,65
Indiana,20161213,61
Indiana,20161220,53
Indiana,20161227,25
Indiana,20170103,24
Indiana,20170110,22
Indiana,20170117,0
Indiana,20170124,0
Indiana,20170131,0
Indiana,20170207,0
Indiana,20170214,0
Indiana,20170221,10
Indiana,20170228,52
Indiana,20170307,4
Indiana,20170314,4
Indiana,20170321,4
Indiana,20170328,4
Indiana,20170404,4
Indiana,20170411,11
Indiana,20170418,11
Indiana,20170425,10
Indiana,20170502,0
Indiana,20170509,0
Indiana,20170516,0
Indiana,20170523,0
Indiana,20170530,0
Indiana,20170606,0
Indiana,20170613,32
Indiana,20170620,8
Indiana,20170627,8
Indiana,20170704,3
Indiana,20170711,4
Indiana,20170718,4
Indiana,20170725,3
Indiana,20170801,2
Indiana,20170808,2
Indiana,20170815,10
Indiana,20170822,13
Indiana,20170829,13
Indiana,20170905,13
Indiana,20170912,26
Indiana,20170919,42
Indiana,20170926,47
Indiana,20171003,47
Indiana,20171010,47
Indiana,20171017,37
Indiana,20171024,29
Indiana,20171031,18
Indiana,20171107,9
Indiana,20171114,9
Indiana,20171121,4
Indiana,20171128,4
Indiana,20171205,5
Indiana,20171212,5
Indiana,20171219,7
Indiana,20171226,6
Indiana,20180102,6
Indiana,20180109,6
Indiana,20180116,6
Indiana,20180123,6
Indiana,20180130,6
Indiana,20180206,8
Indiana,20180213,19
Indiana,20180220,0
Indiana,20180227,0
Indiana,20180306,0
Indiana,20180313,0
Indiana,20180320,0
Indiana,20180327,0
Indiana,20180403,0
Indiana,20180410,0
Indiana,20180417,0
Indiana,20180424,0
Indiana,20180501,0
Indiana,20180508,0
Indiana,20180515,0
Indiana,20180522,0
Indiana,20180529,5
Indiana,20180605,17
Indiana,20180612,9
Indiana,20180619,9
Indiana,20180626,4
Indiana,20180703,1
Indiana,20180710,1
Indiana,20180717,9
Indiana,20180724,19
Indiana,20180731,19
Indiana,20180807,16
Indiana,20180814,25
Indiana,20180821,19
Indiana,20180828,16
Indiana,20180904,16
Indiana,20180911,0
Indiana,20180918,0
Indiana,20180925,0
Indiana,20181002,0
Indiana,20181009,0
Indiana,20181016,0
Indiana,20181023,0
Indiana,20181030,0
Indiana,20181106,0
Indiana,20181113,0
Indiana,20181120,0
Indiana,20181127,0
Indiana,20181204,0
Indiana,20181211,0
Indiana,20181218,0
Indiana,20181225,0
Indiana,20190101,0
Indiana,20190108,0
Indiana,20190115,0
Indiana,20190122,0
Indiana,20190129,0
Indiana,20190205,0
Indiana,20190212,0
Indiana,20190219,0
Indiana,20190226,0
Indiana,20190305,0
Indiana,20190312,0
Indiana,20190319,0
Indiana,20190326,0
Indiana,20190402,0
Indiana,20190409,0
Indiana,20190416,0
Indiana,20190423,0
Indiana,20190430,0
Indiana,20190507,0
Indiana,20190514,0
Indiana,20190521,0
Indiana,20190528,0
Indiana,20190604,0
Indiana,20190611,0
Indiana,20190618,0
Indiana,20190625,0
Indiana,20190702,0
Indiana,20190709,0
Indiana,20190716,0
Indiana,20190723,11
Indiana,20190730,14
Indiana,20190806,34
Indiana,20190813,52
Indiana,20190820,59
Indiana,20190827,29
Indiana,20190903,45
Indiana,20190910,53
Indiana,20190917,60
Indiana,20190924,96
Indiana,20191001,95
Indiana,20191008,93
Indiana,20191015,103
Indiana,20191022,97
Indiana,20191029,49
Indiana,20191105,7
Indiana,20191112,0
Indiana,20191119,0
Indiana,20191126,0
Indiana,20191203,0
Indiana,20191210,0
Indiana,20191217,0
Indiana,20191224,9
Indiana,20191231,4
Indiana,20200107,4
Indiana,20200114,0
Indiana,20200121,0
Indiana,20200128,0
Indiana,20200204,0
Indiana,20200211,0
Indiana,20200218,0
Indiana,20200225,0
Indiana,20200303,0
Indiana,20200310,0
Indiana,20200317,0
Indiana,20200324,0
Indiana,20200331,0
Indiana,20200407,0
Indiana,20200414,0
Indiana,20200421,0
Indiana,20200428,0
Indiana,20200505,0
Indiana,20200512,0
Indiana,20200519,0
Indiana,20200526,0
Indiana,20200602,0
Indiana,20200609,0
Indiana,20200616,71
Indiana,20200623,85
Indiana,20200630,75
Indiana,20200707,77
Indiana,20200714,81
Indiana,20200721,84
Indiana,20200728,78
Indiana,20200804,32
Indiana,20200811,29
Indiana,20200818,31
Indiana,20200825,45
Indiana,20200901,63
Indiana,20200908,63
Indiana,20200915,77
Indiana,20200922,91
Indiana,20200929,104
Indiana,20201006,121
Indiana,20201013,148
Indiana,20201020,134
Indiana,20201027,100
Indiana,20201103,75
Indiana,20201110,85
Indiana,20201117,72
Indiana,20201124,54
Indiana,20201201,42
Indiana,20201208,43
Indiana,20201215,39
Indiana,20201222,39
Indiana,20201229,48
Indiana,20210105,45
Indiana,20210112,45
Indiana,20210119,45
Indiana,20210126,49
Indiana,20210202,43
Indiana,20210209,47
Indiana,20210216,47
Indiana,20210223,47
Indiana,20210302,34
Indiana,20210309,39
Indiana,20210316,48
Indiana,20210323,43
Indiana,20210330,27
Indiana,20210406,27
Indiana,20210413,20
Indiana,20210420,32
Indiana,20210427,93
Indiana,20210504,67
Indiana,20210511,20
Indiana,20210518,21
Indiana,20210525,28
Indiana,20210601,28
Indiana,20210608,21
Indiana,20210615,24
Indiana,20210622,14
Indiana,20210629,9
Indiana,20210706,7
Indiana,20210713,0
Iowa,20141230,7
Iowa,20150106,7
Iowa,20150113,7
Iowa,20150120,7
Iowa,20150127,45
Iowa,20150203,8
Iowa,20150210,8
Iowa,20150217,8
Iowa,20150224,8
Iowa,20150303,8
Iowa,20150310,23
Iowa,20150317,23
Iowa,20150324,28
Iowa,20150331,49
Iowa,20150407,49
Iowa,20150414,46
Iowa,20150421,25
Iowa,20150428,23
Iowa,20150505,22
Iowa,20150512,14
Iowa,20150519,9
Iowa,20150526,1
Iowa,20150602,1
Iowa,20150609,0
Iowa,20150616,0
Iowa,20150623,0
Iowa,20150630,0
Iowa,20150707,0
Iowa,20150714,6
Iowa,20150721,7
Iowa,20150728,6
Iowa,20150804,14
Iowa,20150811,14
Iowa,20150818,6
Iowa,20150825,6
Iowa,20150901,4
Iowa,20150908,4
Iowa,20150915,4
Iowa,20150922,3
Iowa,20150929,5
Iowa,20151006,5
Iowa,20151013,10
Iowa,20151020,17
Iowa,20151027,23
Iowa,20151103,20
Iowa,20151110,22
Iowa,20151117,18
Iowa,20151124,3
Iowa,20151201,3
Iowa,20151208,3
Iowa,20151215,0
Iowa,20151222,0
Iowa,20151229,0
Iowa,20160105,0
Iowa,20160112,0
Iowa,20160119,0
Iowa,20160126,0
Iowa,20160202,0
Iowa,20160209,0
Iowa,20160216,0
Iowa,20160223,0
Iowa,20160301,0
Iowa,20160308,0
Iowa,20160315,0
Iowa,20160322,0
Iowa,20160329,0
Iowa,20160405,0
Iowa,20160412,0
Iowa,20160419,0
Iowa,20160426,0
Iowa,20160503,0
Iowa,20160510,0
Iowa,20160517,0
Iowa,20160524,0
Iowa,20160531,11
Iowa,20160607,14
Iowa,20160614,27
Iowa,20160621,56
Iowa,20160628,68
Iowa,20160705,65
Iowa,20160712,62
Iowa,20160719,48
Iowa,20160726,34
Iowa,20160802,32
Iowa,20160809,33
Iowa,20160816,15
Iowa,20160823,13
Iowa,20160830,6
Iowa,20160906,1
Iowa,20160913,1
Iowa,20160920,3
Iowa,20160927,5
Iowa,20161004,5
Iowa,20161011,5
Iowa,20161018,5
Iowa,20161025,5
Iowa,20161101,7
Iowa,20161108,7
Iowa,20161115,15
Iowa,20161122,15
Iowa,20161129,15
Iowa,20161206,15
Iowa,20161213,15
Iowa,20161220,16
Iowa,20161227,14
Iowa,20170103,14
Iowa,20170110,14
Iowa,20170117,13
Iowa,20170124,13
Iowa,20170131,12
Iowa,20170207,12
Iowa,20170214,12
Iowa,20170221,14
Iowa,20170228,14
Iowa,20170307,23
Iowa,20170314,23
Iowa,20170321,24
Iowa,20170328,23
Iowa,20170404,12
Iowa,20170411,5
Iowa,20170418,5
Iowa,20170425,5
Iowa,20170502,0
Iowa,20170509,0
Iowa,20170516,0
Iowa,20170523,0
Iowa,20170530,0
Iowa,20170606,1
Iowa,20170613,39
Iowa,20170620,44
Iowa,20170627,46
Iowa,20170704,60
Iowa,20170711,64
Iowa,20170718,81
Iowa,20170725,100
Iowa,20170801,110
Iowa,20170808,124
Iowa,20170815,132
Iowa,20170822,102
Iowa,20170829,88
Iowa,20170905,90
Iowa,20170912,118
Iowa,20170919,120
Iowa,20170926,96
Iowa,20171003,103
Iowa,20171010,67
Iowa,20171017,38
Iowa,20171024,33
Iowa,20171031,33
Iowa,20171107,33
Iowa,20171114,34
Iowa,20171121,34
Iowa,20171128,34
Iowa,20171205,46
Iowa,20171212,60
Iowa,20171219,79
Iowa,20171226,79
Iowa,20180102,79
Iowa,20180109,79
Iowa,20180116,82
Iowa,20180123,69
Iowa,20180130,69
Iowa,20180206,69
Iowa,20180213,60
Iowa,20180220,54
Iowa,20180227,37
Iowa,20180306,37
Iowa,20180313,37
Iowa,20180320,31
Iowa,20180327,26
Iowa,20180403,26
Iowa,20180410,26
Iowa,20180417,25
Iowa,20180424,27
Iowa,20180501,56
Iowa,20180508,52
Iowa,20180515,42
Iowa,20180522,32
Iowa,20180529,32
Iowa,20180605,38
Iowa,20180612,37
Iowa,20180619,35
Iowa,20180626,31
Iowa,20180703,30
Iowa,20180710,32
Iowa,20180717,31
Iowa,20180724,39
Iowa,20180731,42
Iowa,20180807,50
Iowa,20180814,59
Iowa,20180821,61
Iowa,20180828,61
Iowa,20180904,29
Iowa,20180911,9
Iowa,20180918,9
Iowa,20180925,9
Iowa,20181002,9
Iowa,20181009,3
Iowa,20181016,1
Iowa,20181023,1
Iowa,20181030,1
Iowa,20181106,0
Iowa,20181113,0
Iowa,20181120,0
Iowa,20181127,0
Iowa,20181204,0
Iowa,20181211,0
Iowa,20181218,0
Iowa,20181225,0
Iowa,20190101,0
Iowa,20190108,0
Iowa,20190115,0
Iowa,20190122,0
Iowa,20190129,0
Iowa,20190205,0
Iowa,20190212,0
Iowa,20190219,0
Iowa,20190226,0
Iowa,20190305,0
Iowa,20190312,0
Iowa,20190319,0
Iowa,20190326,0
Iowa,20190402,0
Iowa,20190409,0
Iowa,20190416,0
Iowa,20190423,0
Iowa,20190430,0
Iowa,20190507,0
Iowa,20190514,0
Iowa,20190521,0
Iowa,20190528,0
Iowa,20190604,0
Iowa,20190611,0
Iowa,20190618,0
Iowa,20190625,0
Iowa,20190702,0
Iowa,20190709,0
Iowa,20190716,0
Iowa,20190723,11
Iowa,20190730,23
Iowa,20190806,36
Iowa,20190813,62
Iowa,20190820,47
Iowa,20190827,57
Iowa,20190903,65
Iowa,20190910,54
Iowa,20190917,32
Iowa,20190924,6
Iowa,20191001,0
Iowa,20191008,0
Iowa,20191015,0
Iowa,20191022,0
Iowa,20191029,0
Iowa,20191105,0
Iowa,20191112,0
Iowa,20191119,0
Iowa,20191126,0
Iowa,20191203,0
Iowa,20191210,0
Iowa,20191217,0
Iowa,20191224,0
Iowa,20191231,0
Iowa,20200107,0
Iowa,20200114,0
Iowa,20200121,0
Iowa,20200128,0
Iowa,20200204,0
Iowa,20200211,0
Iowa,20200218,0
Iowa,20200225,0
Iowa,20200303,0
Iowa,20200310,0
Iowa,20200317,0
Iowa,20200324,0
Iowa,20200331,0
Iowa,20200407,0
Iowa,20200414,0
Iowa,20200421,0
Iowa,20200428,0
Iowa,20200505,0
Iowa,20200512,21
Iowa,20200519,26
Iowa,20200526,22
Iowa,20200602,8
Iowa,20200609,11
Iowa,20200616,22
Iowa,20200623,16
Iowa,20200630,19
Iowa,20200707,49
Iowa,20200714,78
Iowa,20200721,91
Iowa,20200728,108
Iowa,20200804,136
Iowa,20200811,139
Iowa,20200818,163
Iowa,20200825,193
Iowa,20200901,234
Iowa,20200908,221
Iowa,20200915,148
Iowa,20200922,148
Iowa,20200929,139
Iowa,20201006,157
Iowa,20201013,160
Iowa,20201020,168
Iowa,20201027,139
Iowa,20201103,140
Iowa,20201110,127
Iowa,20201117,123
Iowa,20201124,126
Iowa,20201201,120
Iowa,20201208,120
Iowa,20201215,120
Iowa,20201222,120
Iowa,20201229,120
Iowa,20210105,117
Iowa,20210112,118
Iowa,20210119,116
Iowa,20210126,107
Iowa,20210202,106
Iowa,20210209,106
Iowa,20210216,98
Iowa,20210223,92
Iowa,20210302,92
Iowa,20210309,95
Iowa,20210316,68
Iowa,20210323,67
Iowa,20210330,64
Iowa,20210406,64
Iowa,20210413,59
Iowa,20210420,61
Iowa,20210427,102
Iowa,20210504,123
Iowa,20210511,108
Iowa,20210518,108
Iowa,20210525,107
Iowa,20210601,107
Iowa,20210608,155
Iowa,20210615,211
Iowa,20210622,212
Iowa,20210629,189
Iowa,20210706,188
Iowa,20210713,158
Kansas,20141230,139
Kansas,20150106,138
Kansas,20150113,138
Kansas,20150120,155
Kansas,20150127,158
Kansas,20150203,147
Kansas,20150210,148
Kansas,20150217,148
Kansas,20150224,151
Kansas,20150303,151
Kansas,20150310,158
Kansas,20150317,167
Kansas,20150324,186
Kansas,20150331,187
Kansas,20150407,195
Kansas,20150414,193
Kansas,20150421,191
Kansas,20150428,189
Kansas,20150505,186
Kansas,20150512,143
Kansas,20150519,100
Kansas,20150526,39
Kansas,20150602,28
Kansas,20150609,27
Kansas,20150616,17
Kansas,20150623,13
Kansas,20150630,13
Kansas,20150707,13
Kansas,20150714,25
Kansas,20150721,25
Kansas,20150728,35
Kansas,20150804,35
Kansas,20150811,7
Kansas,20150818,7
Kansas,20150825,7
Kansas,20150901,12
Kansas,20150908,18
Kansas,20150915,20
Kansas,20150922,24
Kansas,20150929,24
Kansas,20151006,35
Kansas,20151013,54
Kansas,20151020,78
Kansas,20151027,89
Kansas,20151103,88
Kansas,20151110,93
Kansas,20151117,78
Kansas,20151124,67
Kansas,20151201,58
Kansas,20151208,56
Kansas,20151215,5
Kansas,20151222,5
Kansas,20151229,2
Kansas,20160105,2
Kansas,20160112,2
Kansas,20160119,2
Kansas,20160126,2
Kansas,20160202,2
Kansas,20160209,2
Kansas,20160216,2
Kansas,20160223,2
Kansas,20160301,5
Kansas,20160308,16
Kansas,20160315,29
Kansas,20160322,64
Kansas,20160329,96
Kansas,20160405,129
Kansas,20160412,150
Kansas,20160419,83
Kansas,20160426,69
Kansas,20160503,14
Kansas,20160510,1
Kansas,20160517,0
Kansas,20160524,0
Kansas,20160531,0
Kansas,20160607,0
Kansas,20160614,0
Kansas,20160621,8
Kansas,20160628,21
Kansas,20160705,5
Kansas,20160712,4
Kansas,20160719,4
Kansas,20160726,6
Kansas,20160802,13
Kansas,20160809,13
Kansas,20160816,13
Kansas,20160823,14
Kansas,20160830,6
Kansas,20160906,1
Kansas,20160913,0
Kansas,20160920,0
Kansas,20160927,0
Kansas,20161004,13
Kansas,20161011,13
Kansas,20161018,32
Kansas,20161025,35
Kansas,20161101,38
Kansas,20161108,46
Kansas,20161115,65
Kansas,20161122,65
Kansas,20161129,94
Kansas,20161206,93
Kansas,20161213,97
Kansas,20161220,97
Kansas,20161227,127
Kansas,20170103,127
Kansas,20170110,139
Kansas,20170117,97
Kansas,20170124,98
Kansas,20170131,98
Kansas,20170207,98
Kansas,20170214,98
Kansas,20170221,99
Kansas,20170228,110
Kansas,20170307,117
Kansas,20170314,117
Kansas,20170321,154
Kansas,20170328,143
Kansas,20170404,57
Kansas,20170411,59
Kansas,20170418,46
Kansas,20170425,12
Kansas,20170502,0
Kansas,20170509,0
Kansas,20170516,0
Kansas,20170523,0
Kansas,20170530,0
Kansas,20170606,0
Kansas,20170613,8
Kansas,20170620,1
Kansas,20170627,17
Kansas,20170704,16
Kansas,20170711,16
Kansas,20170718,45
Kansas,20170725,55
Kansas,20170801,54
Kansas,20170808,58
Kansas,20170815,51
Kansas,20170822,55
Kansas,20170829,57
Kansas,20170905,50
Kansas,20170912,72
Kansas,20170919,84
Kansas,20170926,52
Kansas,20171003,52
Kansas,20171010,29
Kansas,20171017,17
Kansas,20171024,15
Kansas,20171031,15
Kansas,20171107,15
Kansas,20171114,19
Kansas,20171121,36
Kansas,20171128,62
Kansas,20171205,79
Kansas,20171212,122
Kansas,20171219,122
Kansas,20171226,141
Kansas,20180102,141
Kansas,20180109,171
Kansas,20180116,176
Kansas,20180123,176
Kansas,20180130,199
Kansas,20180206,208
Kansas,20180213,207
Kansas,20180220,217
Kansas,20180227,216
Kansas,20180306,239
Kansas,20180313,256
Kansas,20180320,256
Kansas,20180327,260
Kansas,20180403,265
Kansas,20180410,274
Kansas,20180417,275
Kansas,20180424,276
Kansas,20180501,276
Kansas,20180508,271
Kansas,20180515,254
Kansas,20180522,232
Kansas,20180529,217
Kansas,20180605,217
Kansas,20180612,192
Kansas,20180619,192
Kansas,20180626,160
Kansas,20180703,163
Kansas,20180710,151
Kansas,20180717,152
Kansas,20180724,160
Kansas,20180731,157
Kansas,20180807,153
Kansas,20180814,150
Kansas,20180821,137
Kansas,20180828,102
Kansas,20180904,71
Kansas,20180911,48
Kansas,20180918,51
Kansas,20180925,52
Kansas,20181002,53
Kansas,20181009,20
Kansas,20181016,10
Kansas,20181023,9
Kansas,20181030,9
Kansas,20181106,9
Kansas,20181113,7
Kansas,20181120,7
Kansas,20181127,7
Kansas,20181204,1
Kansas,20181211,0
Kansas,20181218,4
Kansas,20181225,5
Kansas,20190101,0
Kansas,20190108,0
Kansas,20190115,0
Kansas,20190122,0
Kansas,20190129,0
Kansas,20190205,0
Kansas,20190212,0
Kansas,20190219,0
Kansas,20190226,0
Kansas,20190305,0
Kansas,20190312,0
Kansas,20190319,0
Kansas,20190326,0
Kansas,20190402,0
Kansas,20190409,0
Kansas,20190416,0
Kansas,20190423,0
Kansas,20190430,5
Kansas,20190507,0
Kansas,20190514,0
Kansas,20190521,0
Kansas,20190528,0
Kansas,20190604,0
Kansas,20190611,0
Kansas,20190618,0
Kansas,20190625,0
Kansas,20190702,0
Kansas,20190709,0
Kansas,20190716,0
Kansas,20190723,0
Kansas,20190730,16
Kansas,20190806,27
Kansas,20190813,26
Kansas,20190820,26
Kansas,20190827,24
Kansas,20190903,17
Kansas,20190910,17
Kansas,20190917,21
Kansas,20190924,24
Kansas,20191001,24
Kansas,20191008,24
Kansas,20191015,40
Kansas,20191022,44
Kansas,20191029,44
Kansas,20191105,44
Kansas,20191112,48
Kansas,20191119,61
Kansas,20191126,70
Kansas,20191203,74
Kansas,20191210,92
Kansas,20191217,92
Kansas,20191224,92
Kansas,20191231,47
Kansas,20200107,47
Kansas,20200114,47
Kansas,20200121,47
Kansas,20200128,45
Kansas,20200204,42
Kansas,20200211,45
Kansas,20200218,42
Kansas,20200225,23
Kansas,20200303,23
Kansas,20200310,23
Kansas,20200317,23
Kansas,20200324,23
Kansas,20200331,23
Kansas,20200407,18
Kansas,20200414,18
Kansas,20200421,33
Kansas,20200428,48
Kansas,20200505,69
Kansas,20200512,96
Kansas,20200519,94
Kansas,20200526,92
Kansas,20200602,92
Kansas,20200609,111
Kansas,20200616,121
Kansas,20200623,103
Kansas,20200630,110
Kansas,20200707,116
Kansas,20200714,111
Kansas,20200721,107
Kansas,20200728,67
Kansas,20200804,58
Kansas,20200811,55
Kansas,20200818,53
Kansas,20200825,53
Kansas,20200901,56
Kansas,20200908,58
Kansas,20200915,44
Kansas,20200922,49
Kansas,20200929,99
Kansas,20201006,101
Kansas,20201013,126
Kansas,20201020,156
Kansas,20201027,154
Kansas,20201103,140
Kansas,20201110,140
Kansas,20201117,165
Kansas,20201124,192
Kansas,20201201,176
Kansas,20201208,177
Kansas,20201215,171
Kansas,20201222,171
Kansas,20201229,171
Kansas,20210105,155
Kansas,20210112,154
Kansas,20210119,152
Kansas,20210126,140
Kansas,20210202,127
Kansas,20210209,127
Kansas,20210216,124
Kansas,20210223,124
Kansas,20210302,124
Kansas,20210309,143
Kansas,20210316,73
Kansas,20210323,38
Kansas,20210330,36
Kansas,20210406,36
Kansas,20210413,36
Kansas,20210420,42
Kansas,20210427,51
Kansas,20210504,61
Kansas,20210511,62
Kansas,20210518,27
Kansas,20210525,26
Kansas,20210601,3
Kansas,20210608,3
Kansas,20210615,4
Kansas,20210622,20
Kansas,20210629,10
Kansas,20210706,11
Kansas,20210713,42
Kentucky,20141230,16
Kentucky,20150106,16
Kentucky,20150113,45
Kentucky,20150120,45
Kentucky,20150127,93
